no,group,speaker,original,pron,trans,comment
1,3,Léo,"Allô, Mina ! C’est moi ! C’est Léo.","알로, 미나! 쎄 모아! 쎄 레오.","안녕, 미나! 나야! 레오야.",
2,3,Mina,"Léo, ça fait longtemps ! Comment vas-tu ?","레오, 싸 페 롱땅! 꼬몽 바-튀?","레오, 오랜만이야! 잘 지냈어?",
3,3,Léo,"Je vais bien, merci. Et toi ? Quoi de neuf ?","르 베 bien, 메르시. 에 뚜아? 꾸아 드 느프?","난 잘 지내, 고마워. 너는? 새로운 소식 있어?",
4,3,Mina,"Bah, rien de spécial. Ah si, récemment, Jaemin et moi avons visité le sud-est de la France.","바, 히앵 드 스페시알. 아 씨, 레쏘망, 재민 에 무아 아봉 비지떼 르 쉬드에스트 드 라 프랑스.","뭐, 별거 없어. 아, 맞다. 최근에 재민이랑 내가 프랑스 남동부를 여행했어.",
5,3,Léo,"Ah, c’est vrai ? Vous êtes allés où ?","아, 쎄 브레? 부 제트 알레 우?","아, 그래? 어디에 갔어?",
6,3,Mina,On a visité les Alpes. On est allés à Chamonix et on y est restés trois jours. Tu connais Chamonix ?,온 아 비지떼 레 잘프. 온 네 알레 아 샤모니 에 온 니 에 흐스떼 트루아 주르. 튀 꼬네 샤모니?,알프스를 방문했어. 샤모니에 갔고 거기서 3일 있었어. 샤모니 알아?,
7,3,Léo,"Oui, bien sûr. Et qu’est-ce que vous avez fait ?","위, 비앙 쉬르. 에 케스끄 부 자베 페?","응, 물론이지. 그리고 뭐 했어?",
8,3,Mina,Nous avons fait du ski et nous sommes montés en haut des Alpes.,누 자봉 페 뒤 스키 에 누 솜 몽테 앙 오 데 잘프.,스키도 타고 알프스 꼭대기까지 올라갔어.,
9,3,Léo,"C’est super, ça !","쎄 수페르, 싸!","와, 정말 멋진데!",
10,3,Mina,"Nous avons aussi fait une bataille de boules de neige et un bonhomme de neige, comme deux jeunes enfants. Tu es déjà allé dans les Alpes ?","누 자봉 오씨 페 윤 바따이유 드 불 드 네주 에 앙 보놈 드 네주, 꼼 되 젼 앙팡. 튀 에 데자 알레 당 레 잘프?","눈싸움도 하고 눈사람도 만들었어, 어린아이 둘처럼. 너는 알프스 가본 적 있어?",
11,3,Léo,"Tu sais bien que moi, je préfère la mer à la montagne. J’adore aller au bord de la mer !","튀 세 bien 크 무아, 즈 프레페르 라 메르 아 라 몽따뉴. 자도르 알레 오 보르 드 라 메르!",너도 알다시피 난 산보다 바다를 더 좋아해. 바닷가 가는 걸 정말 좋아해!,
12,3,Mina,"Jaemin aussi, il aime beaucoup se baigner à la mer ! On a l’intention d’aller dans le sud de la France le week-end prochain.","재민 오씨, 일 엠 보쿠 스 베녜 아 라 메르! 온 알렁땅시옹 달레 당 르 쉬드 드 라 프랑스 르 위켕 프로셍.","재민이도 그래, 바다에서 수영하는 걸 정말 좋아해! 다음 주말에 프랑스 남쪽에 갈 예정이야.",
13,3,Léo,"Ah ! Alors, je vous recommande la ville de Nice. Elle est superbe !","아! 알로르, 즈 부 르코망드 라 빌 드 니스. 엘 레 쉬페르브!",아! 그렇다면 니스라는 도시를 추천해. 정말 아름다워!,
14,3,Mina,Il y a beaucoup de choses à voir ?,일 리 아 보쿠 드 쇼즈 아 부와르?,볼 것이 많아?,
15,3,Léo,Oui. Nice est très connue. Il y a aussi beaucoup de choses à manger.,위. 니스 에 트레 꼬뉴. 일 리 아 오씨 보쿠 드 쇼즈 아 망제.,"응, 니스는 아주 유명해. 먹을 것도 정말 많아.",
16,3,Mina,"Je vais proposer à Jaemin d’y aller, alors il va être content !","즈 베 프로포제 아 재민 디 알레, 알로르 일 바 에트르 꽁땅!","재민에게 거기 가자고 해볼게, 그러면 좋아할 거야!",
17,3,Léo,"Bon, allez, je vais te laisser, Mina ! Je dois rejoindre ma mère.","봉, 알레, 즈 베 르 레세, 미나! 즈 드와 흐죈드르 마 메르.","좋아, 미나, 이만 가볼게! 엄마를 만나러 가야 해.",
18,3,Mina,"Ok. Et merci pour ton appel, Léo !","오케. 에 메르시 푸르 톤 아펠, 레오!","응. 전화해줘서 고마워, 레오!",
19,3,Léo,De rien.,드 리앙.,천만에.,
