no,group,speaker,original,pron,trans,comment
1,1,Un guichetier,Madame ?,마담 ?,부인?,
2,1,Mina,"Bonjour, je voudrais savoir s’il reste des places libres pour le train Paris–Nice.","봉주르, 즈 부드레 사부아르 실 레스트 데 플라스 리브르 푸르 르 트헹 파리–니스.","안녕하세요, 파리–니스행 기차에 빈 좌석이 남아 있는지 알고 싶어요.",
3,1,Un guichetier,"Oui, vous souhaitez partir quand ?","위, 부 스웨테 파르티르 꽝?","네, 언제 출발하시길 원하세요?",
4,1,Mina,"Samedi prochain, vers 9 heures, s’il vous plaît.","사므디 프로셩, 베흐 느프 어르, 실 부 쁠레.",다음 주 토요일 9시쯤이요.,
5,1,Un guichetier,"Une minute, je vous prie. Il reste des places en seconde et en première classe.","윈 미뉘트, 즈 부 프리. 일 레스트 데 플라스 앙 스공드 에 앙 프흐미에흐 끌라스.",잠시만요. 2등석과 1등석에 좌석이 남아 있습니다.,
6,1,Mina,"D’accord. Je voudrais deux allers pour Nice en seconde classe, s’il vous plaît.","다코르. 즈 부드레 되 알레 푸르 니스 앙 스공드 끌라스, 실 부 쁠레.",알겠습니다. 니스행 왕복표 두 장 2등석으로 주세요.,
7,1,Un guichetier,"Pour le train de 9 h, c’est bien ça ?","푸르 르 트헹 드 느프 어르, 쎄 뱅 싸?",9시 기차 맞나요?,
8,1,Mina,"Oui, tout à fait.","위, 투타 페.","네, 맞습니다.",
9,1,Un guichetier,"Alors, deux allers pour Nice en seconde classe. Ça vous fait 220 euros.","알로흐, 되 알레 푸르 니스 앙 스공드 끌라스. 싸 부 페 드으상방 오흐로.",그럼 니스행 2등석 왕복 두 장입니다. 총 220유로입니다.,
10,1,Mina,"Je vais payer par carte, s’il vous plaît.","즈 베 페이에 파흐 카흐트, 실 부 쁠레.",카드로 결제할게요.,
11,1,Un guichetier,"Pouvez-vous insérer votre carte bancaire et taper votre code, s’il vous plaît ?","푸베 부 앙세레 보트흐 카흐트 방께흐 에 타페 보트흐 꼬드, 실 부 쁠레?",카드를 넣고 비밀번호를 입력해 주세요.,
12,1,Mina,Voilà.,봐라.,여기요.,
13,1,Un guichetier,Voici votre ticket de carte bancaire et les deux billets.,보아시 보트흐 티케 드 카흐트 방께흐 에 레 되 비예.,카드 영수증과 두 장의 표입니다.,
14,1,Mina,Merci beaucoup !,메르시 보쿠!,정말 고맙습니다!,
15,1,Un guichetier,"Je vous en prie. Merci, au revoir.","즈 부 앙 프리. 메르시, 오흐흐부아흐.","천만에요. 감사합니다, 안녕히 가세요.",
16,2,Un guichetier,"Madame, que puis-je faire pour vous ?","마담, 그 끄 퓌이즈 페흐 푸르 부?","부인, 무엇을 도와드릴까요?",
17,2,Mina,"Hier, j’ai acheté deux allers pour Nice, mais je ne pars plus. Pouvez-vous me rembourser, s’il vous plaît ?","이에흐, 제 아쉐테 되 알레 푸르 니스, 메 쥬 느 파흐 플뤼. 푸베 부므 랑부르세, 실 부 쁠레?","어제 니스행 왕복표 두 장을 샀는데, 이제는 출발하지 않아요. 환불해 주실 수 있나요?",
18,2,Un guichetier,"Oui, je pourrais voir vos billets, s’il vous plaît ?","위, 즈 푸레 부아흐 보 빌레, 실 부 쁠레?","네, 표 좀 보여주시겠어요?",
19,2,Mina,"Oui, voilà.","위, 봐라.","네, 여기요.",
20,2,Un guichetier,"Hum… je suis désolé, Madame… mais vos billets sont des billets non échangeables et non remboursables.","움… 즈 스위 데졸레, 마담… 메 보 빌레 송 데 빌레 농 에숑자블 에 농 랑부르사블.","음… 죄송합니다, 부인… 고객님의 표는 교환 및 환불이 불가능한 표입니다.",
21,2,Mina,Comment ça ? On ne m’a rien dit hier quand je les ai achetés. Quel scandale !,코망 싸? 온 느 마 리앵 디 이에흐 꽝 즈 레 제 아쉐테. 켈 스껑달!,뭐라고요? 어제 샀을 때 아무 말도 안 하던데요. 말도 안 돼요!,
22,2,Un guichetier,Je suis désolé. Mais je peux vous faire un avoir…,즈 스위 데졸레. 메 즈 쁘 부 페흐 앙 아부아흐…,죄송합니다. 하지만 적립금(바우처)을 드릴 수는 있습니다…,
23,2,Mina,D’accord… c’est mieux que rien.,다코르… 쎄 뮈으 께 리엥.,알겠습니다… 없는 것보단 낫죠.,
