no,group,speaker,original,pron,trans,comment
1,1,,À partir de maintenant,아 파르티르 드 망테넝,지금부터,
2,1,,J'écoute la radio tout le temps.,쥬에꿍 라 라디오 뚜 르 땡,나는 항상 라디오를 듣는다.,
3,1,,Ils ont travaillé toute la journée.,일 조 트라바예 뚜트 라 쥬르네,그들은 하루 종일 일했다.,
4,1,,Nous avons visité toute la France.,누자보 봉지테 뚜트 라 프랑스,우리는 프랑스 전역을 방문했다.,
5,1,,Je vois mon petit ami tous les jours.,쥬 부아 몽 쁘띠 아미 뚜 레 쥬르,나는 내 남자친구를 매일 본다.,
6,1,,"Tous les mardis, ils font du football.","뚜 레 마르디, 일 폰 뒤 풋볼","매주 화요일, 그들은 축구를 한다.",
7,1,,Ils vont en boîte toutes les nuits.,일 봉 앙 부아트 뚜트 레 뉘,그들은 매일 밤 클럽에 간다.,
8,1,,"Hier, j'ai travaillé toute la journée.","이에르, 쥬 에 트라바예 뚜트 라 쥬르네","어제, 나는 하루 종일 일했다.",
9,1,,Qu'est-ce que tu bois ?,케 스크 튀 부와 ?,너는 무엇을 마시니?,
10,1,,Qu'est-ce que tu vois ?,케 스크 튀 부아 ?,너는 무엇을 보니?,
11,1,,Vous voyez souvent vos parents ?,부 뵈 쑤브몽 파랑,너는 부모님을 자주 보니?,
12,1,,Vous avez vu ce film ?,부자 뷔 쎄 필름 ?,너는 이 영화를 봤니?,
13,1,,Nous avons déjà vu ce film.,누자보 데자 뷔 쎄 필름,우리는 이미 이 영화를 봤다.,
14,1,,Cet enfant lit.,쎄 앙팡 리,이 아이는 읽고 있다.,
15,1,,Je lis un roman policier.,쥬 리 앙 로망 뽀리씨에,나는 추리 소설을 읽고 있다.,
16,1,,Vous avez lu mon message ?,부자 뤼 몽 메시쥬 ?,너는 내 메시지를 읽었니?,
17,1,,J'ai déjà lu ce livre.,쥬 데자 뤼 쎄 리브르,나는 이미 이 책을 읽었다.,
18,1,,Il écrit une lettre à sa mère.,일 에크리 융 레트르 아 사 메르,그는 어머니에게 편지를 쓴다.,
19,1,,Vous écrivez votre nom sur le papier.,부 에크리 보트르 놈 쉬르 르 빠삐에,당신은 종이에 이름을 쓴다.,
20,1,,Elle a écrit un texto à son frère.,엘 아 에크리 융 떼스토 아 송 프레르,그녀는 오빠에게 문자 메시지를 썼다.,
21,1,,Je vois souvent Paul.,쥬 부아 수브몽 폴,나는 자주 폴을 본다.,
22,1,,Vous lisez le journal ?,부 리제 르 쥬르날 ?,당신은 신문을 읽습니까?,
23,1,,Tu écris cette lettre à ton petit ami ?,튀 에크리 쎄 레트르 아 통 쁘띠 아미 ?,너는 이 편지를 남자친구에게 쓰니?,
24,1,,Elle voit souvent ses voisins ?,엘 부아 수브몽 세 부아쥬 ?,그녀는 이웃을 자주 보니?,
25,1,,Tu m’aimes ?,튀 멤 ?,너는 나를 사랑하니?,
26,1,,"Oui, je t’aime.","위, 쥬 템","응, 나는 너를 사랑해.",
27,1,,Tu aimes ce chanteur ?,튀 엠 쎄 샹테 ?,너는 이 가수를 좋아하니?,
28,1,,"Oui, je l’adore.","위, 쥬 라도르","응, 나는 그를 아주 좋아해.",
29,1,,"Oui, on le lit tous les matins dans le métro.","위, 온 르 리 뚜 레 마탱 단 르 메트로","응, 우리는 매일 아침 지하철에서 읽어.",
30,1,,"Non, je l’écris à mon cousin.","논, 쥬 레크리 아 몽 쿠쎙","아니, 나는 사촌에게 쓴다.",
31,1,,Elle voit souvent ses voisins ?,엘 부아 수브몽 세 부아쥬 ?,그녀는 이웃을 자주 보니?,
32,1,,"Oui, elle les voit tous les jours.","위, 엘 레 부아 투 레 쥬르","응, 그녀는 그들을 매일 본다.",
