no,group,speaker,original,pron,trans,comment
0,4,Virginie,Salut Julie!,[saly ʒyli / 살룻 쥴리],안녕 줄리!,
1,4,Julie,"Coucou Virginie! Alors, tu as un rendez-vous demain?","[kuku viʁʒini! alɔʁ, ty a œ̃ ʁɑ̃devu dəmɛ̃ / 꾸쿠 비ㅎ지니! 알로ㅎ, 튀아엉 헝데부 드망]","안녕 비르지니! 그런데, 너 내일 약속 있어?",
2,4,Virginie,"Oui, il s'appelle Arnaud.","[wi, il sapɛl aʁno / 위, 일싸뻴라흐노]","응, 그의 이름은 아르노야.",
3,4,Julie,Il est comment?,[il ɛ kɔmɑ̃ / 일에 꼬멍],그는 어때?,
4,4,Virginie,"Il est grand, il est beau... Il est brun, il a une barbe et une moustache.","[il ɛ gʁɑ̃, il ɛ bo... il ɛ bʁœ̃, il a yn baʁb e yn mustaʃ / 일에그헝, 일에보... 일에브ㅎ엉, 일아윈 바ㅎ브에 윈 무스타슈]",그는 키가 크고 잘생겼어... 갈색 머리에 수염과 콧수염이 있어.,
5,4,Virginie,Il a les yeux bleus et une bouche fine.,[il a le z‿jø blø e yn buʃ fin / 일아 레즈유 블르으에윈 부슈 핀],그는 파란 눈과 얇은 입을 가졌어.,
6,4,Virginie,Il est fin et élégant.,[il ɛ fɛ̃ e elegɑ̃ / 일에 팽에 엘레겅],그는 날씬하고 우아해.,
7,4,Virginie,"C'est un homme vraiment gentil, et il est très amusant.","[sɛ t‿œ̃ n‿ɔm vʁɛmɑ̃ ʒɑ̃ti, e il ɛ tʁɛ amyzɑ̃ / 세탕놈 브헤멍 졍티, 에일래 트헤잼 뮈정]","그는 정말 친절한 남자이고, 매우 재미있어.",
8,4,Virginie,Il est docteur et il a une sœur.,[il ɛ dɔktœʁ e il a yn sœʁ / 일에 독트어 에일라윈 쓰어흐],그는 의사이고 여동생이 있어.,
9,4,Fred,Hey Arnaud!,[ɛj aʁno / 헤이 아흐노],야 아르노!,
10,4,Arnaud,"Salut Fred! Alors, ce rendez-vous?","[saly fʁɛd! alɔʁ, sə ʁɑ̃devu / 살뤼 프헤드! 알로흐, 스헝데부]",안녕 프레드! 그래서 그 약속은 어땠어?,
11,4,Fred,Pas mal. Elle s'appelle Julie.,[pa mal. ɛl sapɛl ʒyli / 파말. 엘사뺄 쥬울리],나쁘지 않아. 그녀 이름은 줄리야.,
12,4,Arnaud,Elle est comment?,[ɛl ɛ kɔmɑ̃ / 앨에 꼬멍],그녀는 어때?,
13,4,Fred,Elle est moyenne et mince.,[ɛl ɛ mwajɛn e mɛ̃s / 앨에 무아이옌 네망쓰],그녀는 보통 키에 날씬해.,
14,4,Fred,"Elle a les cheveux châtains, de grands yeux verts, un petit nez et un sourire magnifique.","[ɛl a le ʃəvø ʃatɛ̃, də gʁɑ̃ z‿jø vɛʁ, œ̃ pəti ne e œ̃ suʁiʁ maɲifik / 엘아레 슈브으 샤탕, 드그항즈 유베ㅎ, 앙쁘티네 에알 수히ㅎ 마뉘피크]","그녀는 갈색 머리에 큰 초록색 눈, 작은 코, 그리고 아름다운 미소를 가졌어.",
15,4,Fred,"C'est une très belle femme, intelligente et spirituelle.","[sɛ t‿yn tʁɛ bɛl fam, ɛ̃teliʒɑ̃t e spiʁitɥɛl / 새튄 트헤벨 팜, 앙텔리졍트에 스피히튜엘]",그녀는 매우 아름답고 지적이며 재치 있는 여자야.,
16,4,Fred,Elle a deux frères et elle est secrétaire.,[ɛl a dø fʁɛʁ e ɛl ɛ səkʁetɛʁ / 엘아 드프헤ㅎ 에앨래 쑤ㄱ 크헤떼흐],그녀는 형제가 둘 있고 비서야.,
