"no","group","speaker","original","pron","trans","comment"
"1","L'école des fans","A","Animateur : Damien, je dois dire que tu es super, super bien habillé.","아니마퇴흐 다미앙 즈 두아 디흐 끄 튀 에 쉬페흐 쉬페흐 비앙 아비예","진행자: 다미앙, 정말 너 옷을 아주 아주 잘 입었구나.","je dois dire=말해야겠다 / bien habillé=옷 잘 입은"
"2","L'école des fans","A","Ah oui ! Ah oui ! À la mode, qui est-ce qui t'a habillé ?","아 위 아 위 아 라 모드 끼 에스 끼 타 아비예","아 그래! 아 그래! 유행이네, 누가 옷 입혀줬어?","qui est-ce qui=강조 의문"
"3","L'école des fans","G","Garçon : Maman !","가흐쏭 마망","소년: 엄마요!",""
"4","L'école des fans","A","A : Et ben, maman a du goût.","에 벵 마망 아 뒤 구","아: 와, 엄마가 센스 있네.","avoir du goût=감각이 있다"
"5","L'école des fans","F","Femme : Maman elle est in.","팜 마망 엘 에 인","여자: 엄마가 유행이죠.","in=유행하는"
"6","L'école des fans","A","A : Elle est in.","엘 에 인","아: 유행이네.",""
"7","L'école des fans","F","F : Oui.","위","여자: 네.",""
"8","L'école des fans","A","A : Quel âge tu as toi ?","껠 아쥬 튀 아 뚜와","아: 너 몇 살이야?","quel âge=나이 묻기"
"9","L'école des fans","G","G : 4 ans.","까트흐 앙","소년: 네 살이요.",""
"10","L'école des fans","A","A : Non. Tu vas pas à l'école ?","농 튀 바 빠 알레꼴","아: 아니, 학교 안 가?","ne 생략 구어체"
"11","L'école des fans","G","G : Si.","씨","소년: 아니요(간다).","si=부정 질문에 긍정"
"12","L'école des fans","A","A : Tu vas à l'école déjà ?","튀 바 알레꼴 데자","아: 벌써 학교에 가니?","déjà=이미/벌써"
"13","L'école des fans","G","G : Oui.","위","소년: 네.",""
"14","L'école des fans","A","A : C'est une école où il y a des garçons et des filles.","쎄 튄 에꼴 우 일 이아 데 가흐쏭 에 데 피유","아: 거기는 남자아이도 있고 여자아이도 있는 학교네.","où il y a=~가 있는 곳"
"15","L'école des fans","G","G : Non. Si.","농 씨","소년: 아니요. (아니, 맞아요.)","si=부정에 대한 긍정"
"16","L'école des fans","A","A : Elles sont gentilles, les filles ?","엘 송 장띠유 레 피유","아: 여자애들 착해?","gentilles=착한"
"17","L'école des fans","G","G : Oui.","위","소년: 네.",""
"18","L'école des fans","A","A : Tu t'entends bien avec elles ?","튀 땅땅 비앙 아벡 엘","아: 여자애들이랑 잘 지내니?","s'entendre bien avec=잘 지내다"
"19","L'école des fans","G","G : Oui.","위","소년: 네.",""
"20","L'école des fans","A","A : Et ça c'est un progrès.","에 싸 쎄 떵 프로그헤","아: 그건 발전이네.","progrès=발전"
"21","L'école des fans","A","A : Il y a une dizaine d'années, les garçons et les filles se battaient à l'école.","일 이아 윈 디젠 다네 레 가흐쏭 에 레 피유 스 바테 알레꼴","아: 10년 전만 해도 남자아이들과 여자아이들이 학교에서 싸웠었어.","se battre=싸우다"
"22","L'école des fans","A","A : Maintenant, l'assimilation est faite.","망뜨낭 라씨밀라씨옹 에 페뜨","아: 이제는 서로 잘 어울리게 되었지.","assimilation=동화/융합"
"23","L'école des fans","G","G: C'est pas vrai.","쎄 빠 브헤","소년: 아니에요.","c'est pas=구어체 부정"
"24","L'école des fans","A","A: C'est pas vrai.","쎄 빠 브헤","아: 아니라고?","반복 강조"
"25","L'école des fans","A","A: On se bat pas à l'école.","옹 스 바 빠 알레꼴","아: 학교에서 싸우지 않잖아.","ne 생략 구어체"
"26","L'école des fans","G","G: Non.","농","소년: 아니요.",""
