"no","group","speaker","original","pron","trans","comment"
"1","Paris en poésie","A","C'est à quelques pas de là, au 17 quai d'Anjou, qu'il découvre les paradis artificiels en 1843.","쎄 따 껠끄 빠 드 라 오 디쎗 께 다쥬 끼 데꾸브르 레 빠하디 아흐티피씨엘 앙 밀 위쌍 꺄헝뜨뜨화","그는 그곳에서 몇 걸음 떨어진 앙주 거리 17번지에서 1843년에 인공 낙원을 발견한다.","quelques pas=몇 걸음 / découvrir=발견하다"
"2","Paris en poésie","A","- L'hôtel de Lauzun s'appelle à cette époque l'hôtel Pimodan.","로텔 드 로쥔 사펠 아 쎄뜨 에뽀끄 로텔 피모당","- 로쥔 호텔은 이 시기에 피모당 호텔이라 불렸다.","s'appeler=~라고 불리다"
"3","Paris en poésie","A","Baudelaire va loger là deux ans environ, ce qui est un long bail pour lui.","보들레흐 바 로제 라 되 장 앙비홍 스 끼 에 텅 롱 바유 푸흐 뤼","보들레르는 그곳에서 약 2년을 머물렀는데, 이는 그에게 꽤 긴 기간이었다.","bail=거주 기간"
"4","Paris en poésie","A","Il va aussi, en ce lieu, rencontrer Théophile Gautier, qui deviendra son ami.","일 바 오씨 앙 스 류 헝꽁뜨헤 떼오필 고띠에 끼 드비앙드라 송 나미","그는 또한 이곳에서 테오필 고티에를 만나게 되며, 그는 그의 친구가 된다.","rencontrer=만나다 / deviendra=될 것이다"
"5","Paris en poésie","A","Son appartement est situé sous les toits.","송 나빠흐뜨망 에 씨뛰에 수 레 뚜아","그의 아파트는 다락 아래에 위치해 있었다.","sous les toits=지붕 아래"
"6","Paris en poésie","A","De là, il peut admirer les ciels de Paris ; « les grands ciels de Paris qui font rêver d'éternité », écrira-t-il dans son poème « Paysage », qui est son premier poème des « Tableaux parisiens » des Fleurs du mal.","드 라 일 뿌 아드미헤 레 씨엘 드 빠히 레 그헝 씨엘 드 빠히 끼 퐁 헤베 데떼흐니떼 에크히하 틸 당 송 뽀엠 페이자주 끼 에 송 프흐미에 뽀엠 데 따블로 빠히지앵 데 플뢰흐 뒤 말","그곳에서 그는 파리의 하늘을 감상할 수 있었고 ‘영원을 꿈꾸게 하는 파리의 넓은 하늘’이라고 시 「풍경」에서 썼는데, 이 시는 『악의 꽃』의 「파리의 풍경들」 중 첫 작품이다.","admirer=감상하다 / faire rêver=꿈꾸게 하다"
"7","Paris en poésie","A","Une fois par semaine, tous deux sont rejoints par d'autres artistes.","윈 푸아 파흐 스므엔 뚜 되 송 흐주앵 파흐 도트흐 아흐티스트","일주일에 한 번, 두 사람은 다른 예술가들과 합류한다.","une fois par semaine=주 1회 / rejoindre=합류하다"
"8","Paris en poésie","A","Ils ont obtenu du propriétaire l'autorisation de se réunir dans les magnifiques salons du premier étage.","일 종 옵뜨뉘 뒤 프로프리에떼흐 로또히자씨옹 드 스 헤위니흐 당 레 마니피크 살롱 뒤 프흐미에 에따주","그들은 집주인으로부터 1층의 아름다운 살롱에서 모일 수 있는 허락을 받았다.","obtenir=얻다 / autorisation=허가"
"9","Paris en poésie","A","Ils y fondent le club des Hachichins.","일 이 퐁드 르 클럽 데 아시샹","그들은 그곳에 ‘하시샹 클럽’을 설립한다.","fonder=설립하다"
"10","Paris en poésie","A","Et avec la bénédiction du docteur Jacques-Joseph Moreau, ils explorent ces paradis artificiels auxquels Baudelaire consacrera un essai en 1860.","에 아벡 라 베네딕씨옹 뒤 독퇴흐 자끄 조제프 모호 일 익스플로흐 쎄 빠하디 아흐티피씨엘 오껠 보들레흐 꽁사크흐라 엉 에세 앙 밀 위쌍 쏘아쌍뜨","그리고 자크-조제프 모로 박사의 승인 아래, 그들은 이러한 인공 낙원을 탐구했으며 보들레르는 1860년에 이에 관한 에세이를 쓴다.","bénédiction=승인 / explorer=탐구하다 / consacrer=바치다"
