"no","group","speaker","original","pron","trans","comment"
"1","7.2","Animatrice","Animatrice : Bonjour, Jodie Foster.","아니마트리스 봉주흐 조디 포스터","진행자: 안녕하세요, 조디 포스터.","Animatrice=여성 진행자"
"2","7.2","Jodie Foster","Jodie Foster : Bonjour.","조디 포스터 봉주흐","조디 포스터: 안녕하세요.",""
"3","7.2","A","De passage en France, un pays que vous appréciez","드 빠사주 앙 프헝스 엉 페이 끄 부 자프헤씨에","A: 프랑스를 방문 중이신데, 이 나라를 좋아하시죠","de passage=방문 중인 / apprécier=좋아하다"
"4","7.2","J","Oui.","위","J: 네.",""
"5","7.2","A","et qui vous rend la pareille pour nous parler de ce, de cette saison 4 de la série True Detective.","에 끼 부 헝 라 빠헤유 푸흐 누 파흘레 드 쓰 드 쎄뜨 세종 꺄트르 드 라 세히 트루 디텍티브","A: 그리고 프랑스도 당신을 좋아해서, 이 드라마 ‘트루 디텍티브’ 시즌 4 이야기를 나누려고 합니다.","rendre la pareille=호의를 돌려주다"
"6","7.2","A","Alors, il y a dix ans, la saison était vite devenue culte et là, on retrouve la même, euh, recette.","알로흐 일 이아 디 장 라 세종 에떼 비트 드브뉘 퀼트 에 라 옹 흐트후브 라 멤 외 후 흐쎗뜨","A: 10년 전 시즌은 빠르게 명작이 되었고, 이번에도 같은 공식이네요.","culte=컬트/명작 / recette=공식"
"7","7.2","J","Oui.","위","J: 네.",""
"8","7.2","A","Un duo de policiers, un crime horrible, un territoire qui est quasiment un personnage.","엉 듀오 드 폴리씨에 엉 크힘 오히블 엉 떼히투아흐 끼 에 꺄지망 엉 뻬흐소나쥬","A: 형사 듀오, 끔찍한 범죄, 거의 하나의 인물처럼 느껴지는 배경.","territoire=배경/지역"
"9","7.2","A","Il y a dix ans, c'était la Louisiane et cette fois-ci, c'est la nuit polaire de l'Alaska.","일 이아 디 장 쎄떼 라 루이지안 에 쎄뜨 푸아 씨 쎄 라 뉘 뽈레흐 드 랄라스카","A: 10년 전에는 루이지애나였고 이번에는 알래스카의 극야입니다.","nuit polaire=극야"
"10","7.2","A","Est-ce qu'avant de recevoir le scénario, Jodie Foster, vous étiez fan ?","에스 꺄방 드 흐쎄부아흐 르 세나히오 조디 포스터 부 제띠에 팬","A: 시나리오를 받기 전부터 팬이셨나요?","avant de=~하기 전에 / scénario=대본"
"11","7.2","J","Ah oui, j'étais une grande fan de, de la première saison.","아 위 제떼 윈 그헝드 팬 드 드 라 프흐미에흐 세종","J: 네, 저는 첫 번째 시즌의 열렬한 팬이었어요.","fan=팬"
"12","7.2","J","Euh, j'ai regardé tout ce qu'ils ont fait et, euh... et j'ai, je, je-- et puis aussi, j'ai aimé les deux autres aussi, mais c'est certain que le premier, c'est toujours le, le meilleur, comme on dit.","어 제 흐가흐데 뚜 쓰 낄 종 페 에 어 에 제 쥬 쥬 에 퓌 오씨 제 메 레 되 조트흐 오씨 메 쎄 쎄흐땡 끄 르 프흐미에 쎄 뚜주흐 르 르 메이외흐 꼼 옹 디","J: 음, 그들이 만든 모든 것을 봤고 다른 시즌들도 좋아했지만, 역시 첫 번째가 항상 최고죠.","c'est certain=확실하다 / comme on dit=말하자면"
