no,group,speaker,original,pron,trans,comment
1,1,,"Bonjour, monsieur Manet.","봉주흐, 므쓔 마네.","안녕하세요, 마네 선생님.",
2,2,,"Bonjour, Madame Chanel.","봉주흐, 마담 샤넬.","안녕하세요, 샤넬 여사님.",
3,3,,"Salut, Claude.","살뤼, 클로드.","안녕, 클로드.",
4,4,,"Salut, Gabriel.","살뤼, 가브히엘.","안녕, 가브히엘.",
5,5,,"Paul, tu es étudiant ?","폴, 튀 에 제튀디앙?","폴, 너 학생이니?",
6,5,,"Oui, je suis étudiant.","위, 즈 스위 제튀디앙.","응, 나는 남학생이야.",
7,5,,"Non, je suis journaliste.","농, 즈 스위 주르날리스트.","아니, 나는 기자야.",
8,8,,"Alice, tu es étudiante ?","알리스, 튀 에 제튀디앙트?","앨리스, 너 여학생이니?",
9,8,,"Oui, je suis étudiante.","위, 즈 스위 제튀디앙트.","응, 나는 여학생이야.",
10,10,,"Paul, tu es française ?","폴, 튀 에 프헝세즈?","폴, 너 프랑스 여자니?",
11,10,,"Non, je suis belge.","농, 즈 스위 벨주.","아니, 나는 벨기에 사람이야.",
12,12,,"Alice, tu es française ?","알리스, 튀 에 프헝세즈?","앨리스, 너 프랑스 여자니?",
13,13,,"Bonjour, vous êtes Monsieur Manet ?","봉주흐, 부제트 므쓔 마네?","안녕하세요, 마네 선생님 맞으신가요?",
14,13,,"Oui, je suis Édouard Manet.","위, 즈 스위 에두아흐 마네.","네, 저는 에두아흐 마네입니다.",
15,15,,"Bonjour, vous êtes Madame Manet ?","봉주흐, 부제트 마담 마네?","안녕하세요, 마네 부인 되시나요?",
16,15,,"Non, je suis Madame Dumas, Alexandra Dumas.","농, 즈 스위 마담 뒤마, 알렉상드하 뒤마.","아니요, 저는 뒤마 부인, 알렉상드하 뒤마입니다.",
17,17,,"Monsieur Manet, Madame Dumas, vous êtes française ?","므쓔 마네, 마담 뒤마, 부제트 프헝세즈?","마네 선생님, 뒤마 부인, 두 분은 프랑스 여자분이신가요?",
18,17,,"Oui, nous sommes français.","위, 누 솜 프항세.","네, 우리는 프랑스인입니다.",
19,19,,"Monsieur, vous êtes français ?","므쓔, 부제트 프항세?","선생님, 프랑스 사람이세요?",
20,20,,"Paul, Alice, vous êtes français?","폴, 알리스, 부제트 프항세?","폴, 앨리스, 당신들은 프랑스 사람이에요?",
21,21,,"Madame, Monsieur, vous êtes français ?","마담, 므쓔, 부제트 프항세?","부인, 선생님, 프랑스 사람이세요?",
22,22,,Je suis étudiant.,즈 스위 제튀디앙.,나는 남학생이야.,
23,23,,Nous sommes étudiants.,누 솜 제튀디앙.,우리는 남학생(들)이야.,
24,24,,Je suis étudiante.,즈 스위 제튀디앙트.,나는 여학생이야.,
25,25,,Nous sommes étudiantes.,누 솜 제튀디앙트.,우리는 여학생들이야.,
26,26,,Nous sommes français.,누 솜 프항세.,우리는 프랑스인이야.,
27,27,,Nous sommes françaises.,누 솜 프헝세즈.,우리는 프랑스 여자들이야.,
28,28,,"Paul, Alice, vous êtes à Paris ?","폴, 알리스, 부제트 아 파히?","폴, 앨리스, 당신들은 파리에 있어요?",
29,28,,"Non, nous sommes à Séoul.","농, 누 솜 아 세울.","아니요, 우리는 서울에 있어요.",
30,30,,"Alice, tu es là ?","알리스, 튀 에 라?","앨리스, 너 거기 있어?",
31,30,,"Oui, je suis là.","위, 즈 스위 라.","응, 나 여기 있어.",
32,32,,"Paul, tu es là?","폴, 튀 에 라?","폴, 너 거기 있어?",
33,32,,"Oui, je suis là.","위, 즈 스위 라.","응, 나 여기 있어.",
34,34,,Vous êtes ici ?,부제트 이씨?,여기 계세요?,
