no,group,speaker,original,pron,trans,comment
1,,,C’est à toi ?,쎄 아 뚜아?,그것은 너의 것이야?,
2,,,"Oui, c’est à moi.","위, 쎄 아 무아.","응, 그것은 내 것이야.",
3,,,"Le grand sac sur la table, c’est à toi ?","르 그헝 삭 쮜르 라 따블, 쎄 아 뚜아?","테이블 위의 큰 가방, 그것은 너의 것이야?",
4,,,"Oui, il est à moi.","위, 일 에 아 무아.","응, 그것은 내 것이야.",
5,,,"Les chats dans le jardin, c’est à Paul ?","레 샤 당 르 자흐댕, 쎄 아 폴?","정원에 있는 고양이들, 그것은 폴의 것이야?",
6,,,"Oui, ils sont à lui.","위, 일 손 아 뤼이.","응, 그것들은 그의 것이야.",
7,,,Le fils de Paul.,르 피스 드 폴.,폴의 아들.,
8,,,La fille de Paul.,라 피유 드 폴.,폴의 딸.,
9,,,Le fils de Marie.,르 피스 드 마히.,마리의 아들.,
10,,,La fille de Marie.,라 피유 드 마히.,마리의 딸.,
11,,,Son fils.,송 피스.,그의 아들.,
12,,,Sa fille.,싸 피유.,그의 딸.,
13,,,"Voici ma famille : mon père, ma mère, mes frères et mes sœurs.","보아씨 마 파미유: 몽 페흐, 마 메흐, 메 프레흐 에 메 쏘흐.","여기 내 가족이야: 아버지, 어머니, 형제들, 자매들.",
14,,,"Nous aimons notre ville, notre quartier et nos voisins.","누 재몽 노뜨흐 빌, 노뜨흐 카흐띠에 에 노 보아죙.","우리는 우리의 도시, 동네, 이웃들을 좋아해.",
15,,,"Elle a son passeport, sa carte d’étudiant et ses lunettes dans son sac.","엘 아 송 빠스포흐, 싸 카흐뜨 데튀디앙 에 쎄 뤼네뜨 당 쏭 삭.","그녀는 여권, 학생증, 안경을 가방에 가지고 있어.",
16,,,"Louis, il habite à Marseille ?","루이, 일 아빗 아 마흐세유?",루이는 마르세유에 살아?,
17,,,"Non, il habite avec sa famille.","농, 일 아빗 아벡 싸 파미유.","아니, 그는 가족과 함께 살아.",
18,,,Je téléphone à mon amie Anne.,즈 텔레포느 아 모나미 앙느.,나는 내 친구 앤에게 전화해.,
19,,,Nous aimons écouter ton histoire.,누 재몽 에꾸떼 똥니스뚜아흐.,우리는 너의 이야기를 듣는 것을 좋아해.,
20,,,Louis est étudiant à Séoul. C’est son université.,루이 에 제튀디앙 아 쎄울. 쎄 송 느베흐시떼.,루이는 서울에서 공부해. 그것은 그의 대학이야.,
21,,,"Le grand sac sur la table, c’est à toi ?","르 그헝 삭 쮜르 라 따블, 쎄 아 뚜아?","테이블 위의 큰 가방, 그것은 너의 것이야?",
22,,,"Oui, c’est mon sac.","위, 쎄 몽 삭.","응, 그것은 내 가방이야.",
23,,,Tu as ta carte d’étudiant ?,튀 아 타 카흐뜨 데튀디앙?,너 학생증 있어?,
24,,,"Non, mais j’ai mon passeport.","농, 메 쥬 몽 빠스포흐.","아니, 하지만 나는 여권이 있어.",
25,,,"Louis, il habite seul à Marseille ?","루이, 일 아빗 쏠 아 마흐세유?",루이는 마르세유에 혼자 살아?,
