no,group,speaker,original,pron,trans,comment
1,A,teacher,Écoutez et répétez les phrases.,에쿠테 에 레페테 레 프라즈,문장들을 듣고 따라 말하세요.,
2,A,student,Je voudrais poser une question.,쥬 부드레 포제 윈 케스티옹,질문 하나 하고 싶습니다.,
3,A,student,Qu’est-ce que ça veut dire ? Comment on dit « ooo » en français ?,케스크 싸 브 뵈 디르? 코망 옹 디 ‘ooo’ 앙 프랑세,이게 무슨 뜻인가요? ‘ooo’를 프랑스어로 어떻게 말하나요?,
4,A,student,Qu’est-ce que c’est ?,케스크 쎄,이게 무엇인가요?,
5,A,student,Ça se prononce comment ? Comment ça s’écrit ?,싸 스 프롱농스 코망? 코망 싸 세크리,이건 어떻게 발음하나요? 어떻게 쓰나요?,
6,A,student,Je ne comprends pas.,쥬 느 콩프랑 파,이해하지 못하겠습니다.,
7,A,student,Je n’ai pas bien compris.,쥬 네 빠 비앙 콩프리,잘 이해하지 못했습니다.,
8,A,student,"Vous pouvez expliquer encore une fois, s’il vous plaît ?","부 푸베 엑스플리케 앙코르 윈 프와, 실 부 플레",한 번 더 설명해 주시겠어요?,
9,A,student,Je ne comprends pas ce qu’il faut faire.,쥬 느 콩프랑 파 스 킬 포 페르,무엇을 해야 하는지 모르겠습니다.,
10,A,student,Est-ce qu’il y a des devoirs ?,에스킬 이아 데 드부아르,숙제가 있나요?,
11,A,student,"Je suis désolé, j’ai oublié mes devoirs à la maison.","쥬 쒸 데졸레, 제 우블리에 메 드부아르 아 라 메종","죄송합니다, 숙제를 집에 두고 왔습니다.",
12,A,student,Est-ce que c’est possible d’apporter mon devoir demain ?,에스끄 쎄 뽀시블 다포르테 몽 드부아르 드망,내일 숙제를 가져와도 될까요?,
13,A,student,Est-ce que je peux aller aux toilettes ?,에스끄 쥬 뻬 알레 오 뚜알레트,화장실에 가도 될까요?,
14,A,student,"Excusez-moi, je ne me sens pas bien, est-ce que je peux aller à l’infirmerie ?","엑스퀴제 무아, 쥬 느 므 상 파 비앙, 에스끄 쥬 뻬 알레 알 랭피르므리",죄송하지만 몸이 안 좋아서 보건실에 가도 될까요?,
15,A,student,Ça va comme ça ? Je ne sais pas.,싸 바 콤 싸? 쥬 느 세 파,이렇게 하면 되나요? 잘 모르겠습니다.,
16,A,student,J’ai oublié.,제 우블리에,잊어버렸습니다.,
17,A,student,Je serai absent(e) demain.,쥬 스헤 압상 드망,내일 결석합니다.,
18,A,student,Je serai absent(e) la semaine prochaine.,쥬 스헤 압상 라 스멘 프로쉔,다음 주에 결석합니다.,
19,A,student,J’étais absent(e) la semaine dernière.,제떼 압상 라 스멘 데흐니에르,지난주에 결석했습니다.,
20,B,teacher,Épelez.,에플레,철자 말해 보세요.,
21,B,teacher,Écrivez.,에크리베,쓰세요.,
22,B,teacher,Écoutez.,에쿠테,들으세요.,
23,B,teacher,Répétez.,레페테,따라 하세요.,
24,B,teacher,Ne regardez pas le livre.,느 르가르데 파 르 리브르,책을 보지 마세요.,
25,B,teacher,Ouvrez votre livre.,우브레 보트르 리브르,책을 펴세요.,
26,B,teacher,Fermez le livre.,페르메 르 리브르,책을 덮으세요.,
27,B,teacher,Attendez.,아탕데,기다리세요.,
28,B,teacher,Encore une fois.,앙코르 윈 프와,다시 한 번.,
29,B,teacher,Peut-on utiliser le dictionnaire ?,쁘통 위틸리제 르 딕시오네르,사전을 사용해도 되나요?,
30,B,teacher,C’est pour quand ?,쎄 푸르 캉,언제까지인가요?,
31,B,teacher,Vous pouvez m’aider ?,부 푸베 메데,도와주실 수 있나요?,
32,B,teacher,Venez ici.,브네 이씨,이리 오세요.,
33,B,teacher,Venez au tableau.,브네 오 따블로,칠판으로 나오세요.,
34,B,teacher,Qui est absent ?,끼 에 압상,누가 결석했나요?,
35,B,teacher,Est-ce qu’il y a un(e) volontaire ?,에스킬 이아 앙 볼롱테르,자원자가 있나요?,
36,B,teacher,Vous avez 10 minutes pour faire le test.,부 자베 디스 미뉘트 푸르 페르 르 테스트,시험 볼 시간 10분입니다.,
37,B,teacher,C’est fini.,쎄 피니,끝났습니다.,
38,B,teacher,Travaillez par groupe de deux personnes.,트라바예 파르 그룹 드 되 페르손,두 명씩 그룹으로 활동하세요.,
39,B,teacher,Faites des groupes de trois personnes.,페뜨 데 그룹 드 트루아 페르손,세 명씩 그룹을 만드세요.,
40,B,teacher,Demandez à votre voisin(e).,드망데 아 보트르 부아쟁,옆 사람에게 물어보세요.,
41,A,student,Excusez-moi.,엑스퀴제 무아,실례합니다.,
42,A,student,J’ai une question.,제 윈 케스티옹,질문이 있습니다.,
43,A,student,"Répétez, s’il vous plaît.","레페테, 실 부 플레",다시 말씀해 주세요.,
44,A,student,"Vous pouvez répéter, s’il vous plaît ?","부 푸베 레페테, 실 부 플레",다시 말씀해 주실 수 있나요?,
45,A,student,Comment on dit « … » en français ?,코망 옹 디 앙 프랑세,프랑스어로 어떻게 말하나요?,
46,A,student,Je ne sais pas.,쥬 느 세 파,모르겠습니다.,
47,A,student,C’est important.,쎄 앙포르탕,중요합니다.,
48,A,student,C’est facile.,쎄 파실,쉽습니다.,
49,A,student,C’est difficile.,쎄 디피실,어렵습니다.,
50,A,student,C’est bien.,쎄 비앙,좋습니다.,
51,A,student,C’est bizarre.,쎄 비자르,이상합니다.,
52,A,student,C’est la pause.,쎄 라 포즈,쉬는 시간입니다.,
53,B,teacher,Parlez plus fort.,파를레 플뤼 포르,더 크게 말하세요.,
54,B,teacher,Parlez français.,파를레 프랑세,프랑스어로 말하세요.,
55,B,teacher,Faites des phrases.,페뜨 데 프라즈,문장을 만드세요.,
56,B,teacher,Ouvrez le livre.,우브레 르 리브르,책을 펴세요.,
57,B,teacher,Fermez le livre.,페르메 르 리브르,책을 덮으세요.,
58,A,student,Vous comprenez ?,부 콩프레네,이해하셨나요?,
59,A,student,Je comprends.,쥬 콩프랑,이해합니다.,
60,A,student,Je ne comprends pas.,쥬 느 콩프랑 파,이해하지 못합니다.,
61,A,student,Ça va ?,싸 바,괜찮아요?,
62,A,student,Ça va.,싸 바,괜찮아요.,
63,A,student,Ça ne va pas.,싸 느 바 파,괜찮지 않아요.,
64,A,student,Vous connaissez… ?,부 코네쎄,아시나요?,
65,A,student,Je connais…,쥬 코네,압니다.,
66,A,student,Je ne connais pas…,쥬 느 코네 파,모릅니다.,
67,B,teacher,Ouvrir. Ouvrez.,우브리르. 우브레,열다. 여세요.,
68,B,teacher,Fermer. Fermez.,페르메. 페르메,닫다. 닫으세요.,
69,B,teacher,Écouter. Écoutez.,에쿠테. 에쿠테,듣다. 들으세요.,
70,B,teacher,Lire. Lisez.,리르. 리제,읽다. 읽으세요.,
71,B,teacher,Associer.,아소시에,연결하다.,
72,B,teacher,Associez.,아소시에,연결하세요.,
73,B,teacher,Regarder.,르가르데,보다.,
74,B,teacher,Regardez.,르가르데,보세요.,
75,B,teacher,Répéter. Répétez.,레페테. 레페테,반복하다. 반복하세요.,
76,B,teacher,Interroger. Interrogez.,앙테로제. 앙테로제,질문하다. 질문하세요.,
77,B,teacher,Entourer. Entourez.,앙투레. 앙투레,동그라미 치다. 동그라미 치세요.,
78,B,teacher,Relier. Reliez.,르리에. 를리에,연결하다. 연결하세요.,
79,C,teacher,Les objets de la classe.,레 오브제 드 라 클라스,교실의 물건들,
80,C,vocab,Un cahier.,앙 카이에,공책,
81,C,vocab,Une chaise.,윈 셰즈,의자,
82,C,vocab,Un crayon.,앙 크레용,연필,
83,C,vocab,Un livre.,앙 리브르,책,
84,C,vocab,Un ordinateur.,앙 오르디나퇴르,컴퓨터,
85,C,vocab,Un smartphone.,앙 스마트폰,스마트폰,
86,C,vocab,Un stylo.,앙 스틸로,펜,
87,C,vocab,Une table.,윈 따블,테이블,
88,C,vocab,Un tableau.,앙 따블로,칠판,
89,C,vocab,Une tablette.,윈 타블렛,태블릿,
