no,group,speaker,original,pron,trans,comment
61,number,Number,soixante et un,스와상테 엉,61,
62,number,Number,soixante-deux,스와상드,62,
63,number,Number,soixante-trois,스와상트루아,63,
64,number,Number,soixante-quatre,스와상카트르,64,
65,number,Number,soixante-cinq,스와상생크,65,
66,number,Number,soixante-six,스와상시스,66,
67,number,Number,soixante-sept,스와상셋,67,
68,number,Number,soixante-huit,스와상위트,68,
69,number,Number,soixante-neuf,스와상뇌프,69,
70,number,Number,soixante-dix,스와상디스,70,
71,number,Number,soixante et onze,스와상테 옹즈,71,
72,number,Number,soixante-douze,스와상두즈,72,
73,number,Number,soixante-treize,스와상트레즈,73,
74,number,Number,soixante-quatorze,스와상카토르즈,74,
75,number,Number,soixante-quinze,스와상캥즈,75,
76,number,Number,soixante-seize,스와상세즈,76,
77,number,Number,soixante-dix-sept,스와상디셋,77,
78,number,Number,soixante-dix-huit,스와상디쥐트,78,
79,number,Number,soixante-dix-neuf,스와상디뇌프,79,
80,number,Number,quatre-vingts,카트르방,80,
