no,group,speaker,original,pron,trans,comment
0,number,Number,zéro,제로,0,
1,number,Number,un,엉,1,
2,number,Number,deux,드,2,
3,number,Number,trois,트루아,3,
4,number,Number,quatre,카트르,4,
5,number,Number,cinq,생크,5,
6,number,Number,six,시스,6,
7,number,Number,sept,셋,7,
8,number,Number,huit,위트,8,
9,number,Number,neuf,뇌프,9,
10,number,Number,dix,디스,10,
11,number,Number,onze,옹즈,11,
12,number,Number,douze,두즈,12,
13,number,Number,treize,트레즈,13,
14,number,Number,quatorze,카토르즈,14,
15,number,Number,quinze,캥즈,15,
16,number,Number,seize,세즈,16,
17,number,Number,dix-sept,디셋,17,
18,number,Number,dix-huit,디쥐트,18,
19,number,Number,dix-neuf,디뇌프,19,
20,number,Number,vingt,방,20,
